,composition,Formation Energy (eV/atom)
280,AcCo2Si2,-0.6212310791015625
281,Ac2Cr2P2O2,-1.232204505375453
282,Ac4Cr4O12,-2.400898361206055
283,Ac2Cr2O8,-2.057508309682211
284,CsAcF4,-3.786344687143962
285,CsAcO2,-2.551773428916931
286,CsAcS2,-1.9100788831710815
287,Cs2Ac2Tb2Te6,-1.3804545137617326
288,CsAcTe2,-1.5749439001083374
289,Cs6Ac2I12,-1.5754419803619384
290,AcCuF6,-2.83424511551857
291,AcGa6Cu,-0.3776404857635502
292,Ac3Cu3Ge3,-0.617364035712348
293,Ac2Cu2I2,-0.800047874450684
294,Ac2In8Cu2,-0.311606566111247
295,Ac2Mg4Cu2,-0.1819926897684731
296,Ac2Cu2Ni2,-0.2432324091593418
297,Ac2Cu2P2O2,-1.765696593693324
298,Ac3Cu3O6,-2.3271734714508057
299,Ac4Cu4O12,-2.0594409942626957
300,Ac4Cu4Pb4,-0.3660421371459961
301,Ac2Cu2Sb4Pd2,-0.7275683085123701
302,Ac2Cu2Sb4,-0.6782661279042568
303,AcCuSi,-0.5270233154296875
304,AcCuSn,-0.4753254254659014
305,AcCu2,-0.1970516840616865
306,Ac2Ga4Cu4,-0.4047760009765624
307,AcCu2Ge2,-0.5161558151245114
308,AcCu2P2,-0.7110804694039468
309,AcCu2Si2,-0.5090066909790041
310,Ac2Zn4Cu6,-0.2111708323160814
311,AcCu4F12,-2.17363343519323
312,AcCu5,-0.1291267077128086
313,Ac2Dy2Hg2,-0.3074713155227604
314,Ac2Dy2Te6,-1.5917349497477211
315,Ac2Dy4S8,-2.154234976995559
316,Ac2Dy4Se8,-1.994572457813081
317,Ac2Dy6Se12,-2.003053092956542
318,AcErGa4,-0.624567667643229
319,Ac4Er4O12,-3.5374135971069336
320,Ac2Er2Te6,-1.5842861175537108
321,Ac2Er2Tl2,-0.2499644756317138
322,Ac2Er4S8,-2.148845536368234
323,Ac2Er4Se8,-1.9816795076642713
324,Ac2Er6S12,-2.1656469345092777
325,Ac2Er6Se12,-1.9911653518676755
326,AcEuTlHg,-0.4807863338240263
327,AcEuHg2,-0.542406221915936
328,AcEuIr,-0.443547884623209
329,AcEuPd4,-0.763512134552002
330,AcEuPt4,-1.0162498156229658
331,AcEuRh,-0.4166763623555498
332,AcEuRh4,-0.5353732109069824
333,AcEuZn2,-0.2802076339721679
334,Ac2Ge2F2,-2.275890787442526
335,Ac2O2F2,-3.898150563240051
336,Ac4P4F4,-2.5282264266695296
337,AcSF,-3.121900677680969
338,Ac2Se2F2,-3.1074645916620893
339,Ac2Te2F2,-2.882303357124329
340,Ac2F6,-4.282247811555862
341,KAcF4,-3.8188362121582022
342,RbAcF4,-3.8014521201451617
343,Ac2Tl2F8,-3.446348468462626
344,AcFeH6,-0.2975442409515381
345,Ac4Fe4O12,-1.9752075195312504
346,Ac2Fe2Si2,-0.4990021387736005
347,AcFe4Sb12,-0.2153011209824518
348,AcGaGe,-0.7129569053649902
349,Ac2Ga2I2,-1.0831958452860513
350,AcGaIr,-0.6933185259501133
351,Ac2Mg2Ga2,-0.4147176212734642
352,Ac2Ga2N2,-0.8781895637512207
353,AcGaNi2,-0.4821075201034546
354,Ac4Ga4O12,-2.706483554840088
355,AcGaPd,-0.7998900413513184
356,Ac4Ga4Pd8,-0.8268245458602905
357,AcGaPt,-0.9842820167541504
