composition,cell,positions,numbers,material_id,MP Formation energy (eV/atom),MP Hull distance (eV/atom),natoms,spacegroup
AsPd5,"[[4.75780719, 0.013355810000000001, -0.42681813], [-1.58890807, 4.4846698, -0.42681811000000003], [0.01649353, 0.0234123, 8.51503409]]","[[0.25109444000000003, 0.20557475, 0.71281267], [0.79442525, 0.74890556, 0.28718733], [0.22612615, 0.7017211600000001, 0.82570446], [0.29827884, 0.77387385, 0.17429554], [0.74724281, 0.18038048, 0.82574719], [0.81961952, 0.25275719, 0.17425281], [0.66707671, 0.6212835, 0.64788451], [0.378716499999999, 0.33292329, 0.35211549000000003], [0.76658327, 0.72085851, 0.99394168], [0.27914149, 0.23341673000000002, 0.00605832], [0.83931093, 0.16068907000000002, 0.5], [0.20638508, 0.79361492, 0.5]]","[33, 33, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46]",mp-2512,-0.27002092166666597,0.0,12,C2/m
Ni3Mo,"[[4.20168179, 0.0, 0.0], [-0.0, 4.42774148, 0.0], [0.0, 0.0, 4.97046978]]","[[0.75, 0.8406731900000001, 0.00147354], [0.25, 0.15932681, 0.99852646], [0.75, 0.33370827000000003, 0.25], [0.25, 0.66629173, 0.75], [0.25, 0.15932681, 0.50147354], [0.75, 0.8406731900000001, 0.49852646], [0.75, 0.34555782, 0.75], [0.25, 0.65444218, 0.25]]","[28, 28, 28, 28, 28, 28, 42, 42]",mp-11506,-0.09303562749999905,0.0,8,Pmmn
Ni4Mo,"[[3.22323555, 0.0, 1.42010096], [1.61159063, 4.01112285, 0.71011259], [-0.00556693, 4.7680000000000004e-05, 4.380614879999999]]","[[0.801273799999999, 0.79803768, 0.59941372], [0.1987262, 0.20196232, 0.40058628], [0.5993204400000001, 0.59943289, 0.20192823000000001], [0.40067956, 0.40056711, 0.7980717700000001], [-0.0, -0.0, 0.0]]","[28, 28, 28, 28, 42]",mp-11507,-0.08285867599999933,0.0,5,I4/m
PIr2,"[[3.40325052, -0.0, 1.96486926], [1.13441584, 3.20861652, 1.96486926], [1e-08, 0.0, 3.92973549]]","[[-0.0, 0.0, 0.0], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25]]","[15, 77, 77]",mp-2082,-0.4132657811111109,0.0,3,Fm-3m
MoIr3,"[[5.50902513, 1e-08, -0.0], [-2.75451105, 4.77095522, 0.0], [0.0, -0.0, 4.39795356]]","[[0.333333, 0.666667, 0.25], [0.666667, 0.333333, 0.75], [0.83368313, 0.66736526, 0.25], [0.16631687, 0.83368313, 0.75], [0.66736526, 0.83368313, 0.75], [0.33263474, 0.16631687, 0.25], [0.83368313, 0.16631687, 0.25], [0.16631687, 0.33263474, 0.75]]","[42, 42, 77, 77, 77, 77, 77, 77]",mp-11482,-0.3415337075,0.0,8,P6_3/mmc
MoP2,"[[3.04527862, 0.0, -0.85634728], [0.0, 4.99442287, 0.0], [-0.0070991100000000005, 0.0, 5.8176168]]","[[0.09352603, 0.50093396, 0.18705107], [0.9064739700000001, 0.0009339600000000001, 0.81294893], [0.43088069, 0.61977256, 0.86176039], [0.56911931, 0.11977256, 0.13823961], [0.70035483, 0.80429247, 0.40070765], [0.29964517, 0.30429247, 0.59929235]]","[42, 42, 15, 15, 15, 15]",mp-1887,-0.5154748438888888,0.0,6,Cmc2_1
Mo3P,"[[4.54892714, -1e-08, 1.58529952], [2.27446256, 6.93304554, 0.79264925], [-0.00711884, -0.0, 7.33952031]]","[[0.46795133, -0.0, 0.59844058], [0.93360809, 0.59844058, 0.0], [0.53204867, 0.40155942, 0.0], [0.06639191, -0.0, 0.40155942], [0.35504464, 0.64495536, 0.64495536], [0.0, 0.64495536, 0.35504464], [-0.0, 0.35504464, 0.64495536], [0.64495536, 0.35504464, 0.35504464], [0.6737044600000001, 0.0, 0.18494945000000002], [0.14134609, 0.18494945000000002, -0.0], [0.32629554, 0.81505055, -0.0], [0.85865391, 0.0, 0.81505055], [0.20840489, 0.29159511, 0.29159511], [0.5, 0.29159511, 0.7084048900000001], [0.5, 0.7084048900000001, 0.29159511], [0.79159511, 0.7084048900000001, 0.7084048900000001]]","[42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 15, 15, 15, 15]",mp-10004,-0.3499082383333345,0.0,16,I-42m
P3Ir,"[[6.5676330400000005, -0.0, -2.32200876], [-3.2838165200000002, 5.68773614, -2.32200876], [0.0, 0.0, 6.9660273]]","[[0.50661821, 0.861163, 0.64545321], [0.21570979, 0.861163, 0.35454679], [0.78429021, 0.138837, 0.64545321], [0.138837, 0.35454679, 0.49338179], [0.49338179, 0.138837, 0.35454679], [0.138837, 0.64545321, 0.78429021], [0.35454679, 0.21570979, 0.861163], [0.861163, 0.64545321, 0.50661821], [0.64545321, 0.78429021, 0.138837], [0.861163, 0.35454679, 0.21570979], [0.64545321, 0.50661821, 0.861163], [0.35454679, 0.49338179, 0.138837], [0.5, 0.0, 0.0], [-0.0, 0.0, 0.5], [-0.0, 0.5, 0.0], [0.5, 0.5, 0.5]]","[15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 77, 77, 77, 77]",mp-13853,-0.6492982062500001,0.0,16,Im-3
MoP4,"[[4.79959915, 0.01501249, 2.28927906], [1.86703603, 5.48035131, 0.89052597], [-0.0019447, 0.00750625, 6.18002724]]","[[0.059624399999999, 0.25, 0.88075019], [0.9403756, 0.75, 0.11924981], [0.50151533, 0.31116556, 0.55328506], [0.94519861, 0.18883444, 0.55328506], [0.18580405, 0.3158491, 0.18743287], [0.6267640800000001, 0.184150899999999, 0.18743287], [0.81419595, 0.6841509, 0.81256713], [0.37323592, 0.8158491, 0.81256713], [0.05480139, 0.8111655600000001, 0.44671494], [0.49848467, 0.68883444, 0.44671494]]","[42, 42, 15, 15, 15, 15, 15, 15, 15, 15]",mp-11508,-0.33139163266666716,0.0,10,C2/c
MoIr,"[[2.76093025, 0.0, 0.0], [0.0, 4.44589412, 0.0], [0.0, 0.0, 4.8210232699999995]]","[[0.0, 0.25, 0.17091324], [0.0, 0.75, 0.82908676], [0.5, 0.25, 0.6758556], [0.5, 0.75, 0.3241444]]","[42, 42, 77, 77]",mp-11481,-0.3292052424999987,0.0,4,Pmma
P2Ir,"[[5.37446549, 0.0, -2.1059376], [0.0, 5.80673151, 0.0], [0.014993040000000001, 0.0, 5.8724405]]","[[0.1580067, 0.88188186, 0.87028772], [0.8419933, 0.38188186, 0.62971228], [0.8419933, 0.11811814, 0.12971228], [0.1580067, 0.61811814, 0.37028772], [0.33432299, 0.37720527, 0.18854639], [0.66567701, 0.87720527, 0.31145361], [0.66567701, 0.62279473, 0.81145361], [0.33432299, 0.12279473, 0.6885463900000001], [0.27186641, 0.49883041, 0.79157869], [0.72813359, 0.9988304100000001, 0.70842131], [0.72813359, 0.50116959, 0.20842131], [0.27186641, 0.00116959, 0.29157869000000003]]","[15, 15, 15, 15, 15, 15, 15, 15, 77, 77, 77, 77]",mp-10155,-0.722432804722222,0.0,12,P2_1/c
MoP,"[[3.23475516, -1e-08, 0.0], [-1.617378089999999, 2.80137965, 0.0], [0.0, 0.0, 3.18227878]]","[[-0.0, -0.0, -0.0], [0.333333, 0.666667, 0.5]]","[42, 15]",mp-219,-0.6556308016666677,0.0,2,P-6m2
Co3Mo,"[[5.04827121, 1.44e-06, 0.0], [-2.52413518, 4.37186048, 0.0], [0.0, 0.0, 4.11934544]]","[[0.8369177600000001, 0.67383114, 0.25], [0.16308833, 0.83692027, 0.75], [0.67382964, 0.83692091, 0.75], [0.32617036, 0.16307909, 0.25], [0.83691167, 0.16307973, 0.25], [0.16308224000000002, 0.32616886, 0.75], [0.33333723, 0.66667982, 0.25], [0.66666277, 0.33332018, 0.75]]","[27, 27, 27, 27, 27, 27, 42, 42]",mp-1139,-0.05266940749999982,0.0,8,P6_3/mmc
Mn,"[[-4.55350858, 4.55350858, 4.55350858], [4.55350858, -4.55350858, 4.55350858], [4.55350858, 4.55350858, -4.55350858]]","[[0.0, 0.0, 0.0], [0.64454385, 0.64454385, 0.64454385], [0.0, -0.0, 0.35545615], [0.35545615, -0.0, -0.0], [0.0, 0.35545615, -0.0], [0.40254236, 0.71904778, 0.40254236], [0.31650543000000003, 0.0, 0.59745764], [0.59745764, -0.0, 0.31650543000000003], [0.31650543000000003, 0.59745764, 0.0], [0.68349457, 0.68349457, 0.28095222000000003], [0.28095222000000003, 0.68349457, 0.68349457], [-0.0, 0.59745764, 0.31650543000000003], [-0.0, 0.31650543000000003, 0.59745764], [0.59745764, 0.31650543000000003, -0.0], [0.40254236, 0.40254236, 0.71904778], [0.71904778, 0.40254236, 0.40254236], [0.68349457, 0.28095222000000003, 0.68349457], [0.37762628, 0.18636344, 0.37762628], [0.8087371600000001, 0.0, 0.62237372], [0.62237372, -0.0, 0.8087371600000001], [0.8087371600000001, 0.62237372, -0.0], [0.19126284000000002, 0.19126284000000002, 0.8136365600000001], [0.8136365600000001, 0.19126284000000002, 0.19126284000000002], [0.0, 0.62237372, 0.8087371600000001], [-0.0, 0.8087371600000001, 0.62237372], [0.62237372, 0.8087371600000001, 0.0], [0.37762628, 0.37762628, 0.18636344], [0.18636344, 0.37762628, 0.37762628], [0.19126284000000002, 0.8136365600000001, 0.19126284000000002]]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]",mp-35,0.0,0.0,29,I-43m
MnAs,"[[3.422675, 0.0, 0.0], [0.0, 5.557221, 0.0], [0.0, 0.0, 6.035142]]","[[0.75, 0.9967100000000001, 0.189798], [0.25, 0.0032900000000000004, 0.810202], [0.75, 0.49671000000000004, 0.310202], [0.25, 0.50329, 0.689798], [0.75, 0.803526, 0.581168999999999], [0.25, 0.196473999999999, 0.418830999999999], [0.75, 0.303525999999999, 0.918831], [0.25, 0.696473999999999, 0.081168999999999]]","[25, 25, 25, 25, 33, 33, 33, 33]",mp-22240,-0.27057261646551733,0.0,8,Pnma
MnAsRu,"[[3.2746750000000002, -5.671903, 0.0], [3.2746750000000002, 5.671903, 0.0], [0.0, 0.0, 3.610196]]","[[0.595843, 0.0, 0.5], [0.404157, 0.404157, 0.5], [0.0, 0.595843, 0.5], [0.333333, 0.666667, 0.0], [0.666667, 0.333333, 0.0], [0.0, 0.0, 0.5], [0.0, 0.257658999999999, 0.0], [0.257658999999999, 0.0, 0.0], [0.742340999999999, 0.742340999999999, 0.0]]","[25, 25, 25, 33, 33, 33, 44, 44, 44]",mp-10049,-0.21011789764367783,0.0,9,P-62m
MnRu3,"[[5.38907772, 4.201e-05, 0.0], [-2.69450146, 4.66704749, 0.0], [0.0, 0.0, 4.30519587]]","[[0.66667863, 0.33330784, 0.25], [0.33331637000000003, 0.66668516, 0.75], [0.83247764, 0.16751232, 0.75], [0.33503468000000003, 0.16750206, 0.75], [0.83249913, 0.6649752, 0.75], [0.16752236, 0.8324876800000001, 0.25], [0.66496532, 0.83249994, 0.25], [0.16750387, 0.3350208, 0.25]]","[25, 25, 44, 44, 44, 44, 44, 44]",mp-865045,-0.003986718232759756,0.0,8,P6_3/mmc
In,"[[-1.66963596, -2.89189651, 0.0], [3.33927293, -1e-08, -0.0], [1.66963596, 0.96396516, 8.20746325]]","[[0.0, 0.0, -0.0], [0.77801357, 0.22198743, 0.33403672], [0.22198743, 0.77801357, 0.66596328]]","[49, 49, 49]",mp-1184502,0.0,0.0,3,R-3m
W,"[[2.58855139, 0.0, -0.9151922], [-1.29427569, 2.24175137, -0.9151922], [-0.0, -1e-08, 2.74557459]]","[[0.0, 0.0, -0.0]]",[74],mp-91,0.0,0.0,1,Im-3m
HfW2,"[[4.64719778, 0.0, 2.68306182], [1.54906627, 4.38142185, 2.68306182], [1e-08, 0.0, 5.36612161]]","[[0.875, 0.875, 0.875], [0.125, 0.125, 0.125], [0.5, 0.5, 0.5], [0.5, 0.5, -0.0], [0.0, 0.5, 0.5], [0.5, 0.0, 0.5]]","[72, 72, 74, 74, 74, 74]",mp-1400,-0.17286287333333425,0.0,6,Fd-3m
Hf2In5,"[[3.05736395, -0.0, 0.0], [-0.0, 10.3084248, 0.0], [0.0, 0.0, 10.3084248]]","[[0.5, 0.82018078, 0.32018078], [0.5, 0.6798192200000001, 0.82018078], [0.5, 0.32018078, 0.17981922], [0.5, 0.17981922, 0.6798192200000001], [-0.0, 0.29076102, 0.43805648], [0.0, 0.70923898, 0.56194352], [-0.0, 0.43805648, 0.70923898], [0.0, 0.56194352, 0.29076102], [0.0, -0.0, 0.5], [0.0, 0.5, -0.0], [0.0, 0.06194352, 0.20923898], [-0.0, 0.79076102, 0.06194352], [0.0, 0.20923898, 0.93805648], [-0.0, 0.93805648, 0.79076102]]","[72, 72, 72, 72, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49]",mp-22050,-0.13381051428571414,0.0,14,P4/mbm
LuP,"[[3.38257086, -1e-08, 1.9529277600000001], [1.12752328, 3.18911806, 1.9529277600000001], [-1e-08, -0.0, 3.9058565400000003]]","[[0.0, -0.0, 0.0], [0.5, 0.5, 0.5]]","[71, 15]",mp-10192,-1.5860484066666665,0.0,2,Fm-3m
Nb5Sb4,"[[3.48250543, -0.00060941, 0.84908131], [1.7423684, 7.36276971, 0.41443662000000003], [-0.00497469, -0.00946143, 7.57785718]]","[[0.0, -0.0, -0.0], [0.311996699999999, 0.06248937, 0.31562907], [0.62735081, 0.68326757, 0.0615552], [0.37264919, 0.31673243, 0.9384448], [0.6880033, 0.93751063, 0.68437093], [0.053974060000000004, 0.23681441, 0.65507615], [0.7087463900000001, 0.34589448, 0.23792418], [0.29125361, 0.65410552, 0.7620758200000001], [0.9460259400000001, 0.76318559, 0.34492385000000003]]","[41, 41, 41, 41, 41, 51, 51, 51, 51]",mp-274,-0.39255821444444433,0.0,9,C2/m
Nb3Sb,"[[5.30247347, -0.0, -0.0], [-0.0, 5.30247347, -0.0], [0.0, -0.0, 5.30247347]]","[[0.25, -0.0, 0.5], [0.75, -0.0, 0.5], [-0.0, 0.5, 0.25], [-0.0, 0.5, 0.75], [0.5, 0.75, 0.0], [0.5, 0.25, 0.0], [-0.0, -0.0, 0.0], [0.5, 0.5, 0.5]]","[41, 41, 41, 41, 41, 41, 51, 51]",mp-2053,-0.32541937000000054,0.0,8,Pm-3n
Nb,"[[2.70883657, 0.0, -0.95771729], [-1.35441778, 2.34592025, -0.95771729], [0.0, 1e-08, 2.8731529]]","[[-0.0, -0.0, -0.0]]",[41],mp-75,0.0,0.0,1,Im-3m
NbSb2,"[[3.57319505, 0.00210043, 0.89219959], [1.6280351400000002, 5.1065193, 1.09185264], [0.00545986, -0.011833699999999002, 7.56369117]]","[[0.8477120100000001, 0.11339675, 0.19069606], [0.15228799, 0.8866032500000001, 0.80930394], [0.59488133, 0.69975771, 0.10992569], [0.40511867, 0.30024229, 0.89007431], [0.14819921, 0.23791407, 0.46427491], [0.85180079, 0.76208593, 0.53572509]]","[41, 41, 51, 51, 51, 51]",mp-1969,-0.3990016116666659,0.0,6,C2/m
NbW,"[[-1.61742925, -1.6076969700000001, 1.6076969700000001], [-1.61742925, 1.6076969700000001, -1.6076969700000001], [-0.0, -3.25162676, -3.25162676]]","[[-0.0, 0.0, -0.0], [0.5, 0.5, 0.5]]","[41, 74]",mp-1220316,-0.0415166849999995,0.0,2,Cmmm
VSi2,"[[4.53480875, 1.323e-05, 0.0], [-2.26739201, 3.92724554, 0.0], [0.0, 0.0, 6.31890063]]","[[0.0, 0.5, 0.16667077], [0.5, 0.5, 0.83333769], [0.5, 0.0, 0.49999833], [0.83749814, 0.67501355, 0.50000428], [0.16249609, 0.83750102, 0.83332905], [0.67501804, 0.83750565, 0.16666228], [0.16250186, 0.32498645, 0.50000428], [0.83750391, 0.16249898000000002, 0.83332905], [0.32498196, 0.16249435, 0.16666228]]","[23, 23, 23, 14, 14, 14, 14, 14, 14]",mp-10711,-0.43672068222222293,0.0,9,P6_222
V5Si3,"[[4.42619203, -5.9610000000000014e-05, 1.5786077600000001], [2.21300776, 6.61708007, 0.78933359], [-0.00991017, 2.9430000000000005e-05, 7.02183002]]","[[0.57428506, 0.70087771, 0.15033927], [0.25, 0.50001241, 0.49998759000000004], [0.07428506, 0.15033927, 0.70087771], [0.92571494, 0.84966073, 0.29912229], [0.75, 0.49998759000000004, 0.50001241], [0.72472737, 0.84969761, 0.70086767], [0.42571494, 0.29912229, 0.84966073], [0.77527263, 0.29913233, 0.15030239], [0.27527263, 0.15030239, 0.29913233], [0.22472737, 0.70086767, 0.84969761], [0.16607566, 0.49997703, 0.16791351000000002], [0.25, 1.9060000000000004e-05, 0.99998094], [0.6660756600000001, 0.16791351000000002, 0.49997703], [0.83392434, 0.50002297, 0.83208649], [0.75, 0.99998094, 1.9060000000000004e-05], [0.33392434, 0.83208649, 0.50002297]]","[23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 14, 14, 14, 14, 14, 14]",mp-568671,-0.5567635806250015,0.0,16,I4/mcm
V3Si,"[[4.68366958, 0.0, -0.0], [0.0, 4.68364206, -0.0], [0.0, 0.0, 4.68366755]]","[[0.250001, -0.0, 0.5], [0.749999, -0.0, 0.5], [0.0, 0.5, 0.249998], [0.0, 0.5, 0.750002], [0.5, 0.75, -0.0], [0.5, 0.25, -0.0], [0.0, -0.0, -0.0], [0.5, 0.5, 0.5]]","[23, 23, 23, 23, 23, 23, 14, 14]",mp-2567,-0.44520759125,0.0,8,Pm-3n
CdSb,"[[8.33310615, 0.0, -0.0], [0.0, 8.64824985, 0.0], [0.0, 0.0, 6.54114516]]","[[0.38069125, 0.13458219, 0.95252694], [0.88069125, 0.36541781, 0.047473060000000004], [0.61930875, 0.63458219, 0.5474730600000001], [0.11930875, 0.8654178100000001, 0.45252694], [0.61930875, 0.8654178100000001, 0.047473060000000004], [0.11930875, 0.63458219, 0.95252694], [0.38069125, 0.36541781, 0.45252694], [0.88069125, 0.13458219, 0.5474730600000001], [0.07515966, 0.10230026, 0.13868721], [0.57515966, 0.39769974, 0.86131279], [0.92484034, 0.60230026, 0.36131279], [0.42484034, 0.89769974, 0.6386872100000001], [0.92484034, 0.89769974, 0.86131279], [0.42484034, 0.60230026, 0.13868721], [0.07515966, 0.39769974, 0.6386872100000001], [0.57515966, 0.10230026, 0.36131279]]","[48, 48, 48, 48, 48, 48, 48, 48, 51, 51, 51, 51, 51, 51, 51, 51]",mp-1321,-0.13341415624999975,0.0,16,Pbca
YGa3,"[[4.25505797, -0.0, 0.0], [-0.0, 4.25505797, 0.0], [-0.0, 0.0, 4.25505797]]","[[-0.0, -0.0, -0.0], [-0.0, 0.5, 0.5], [0.5, -0.0, 0.5], [0.5, 0.5, -0.0]]","[39, 31, 31, 31]",mp-979423,-0.5377452072916666,0.0,4,Pm-3m
YGa,"[[4.06452784, -0.0, -0.0], [-0.0, 4.02821967, -1.59570998], [0.0, -0.01618297, 5.84143684]]","[[0.75, 0.13907042, 0.27814183], [0.25, 0.86092958, 0.72185817], [0.75, 0.42575861, 0.85151623], [0.25, 0.57424139, 0.14848377000000001]]","[39, 39, 31, 31]",mp-11420,-0.6679704345833333,0.0,4,Cmcm
YGa6,"[[5.92390433, -0.0, 0.0], [0.0, 5.92390433, 0.0], [0.0, -0.0, 7.51347226]]","[[0.25, 0.75, 0.0], [0.75, 0.25, 0.0], [0.25, 0.25, 0.16126064], [0.25, 0.25, 0.83873936], [0.75, 0.75, 0.83873936], [0.75, 0.75, 0.16126064], [0.935496799999999, 0.435496799999999, 0.34977762], [0.0645032, 0.935496799999999, 0.34977762], [0.435496799999999, 0.5645032, 0.34977762], [0.935496799999999, 0.0645032, 0.65022238], [0.5645032, 0.435496799999999, 0.65022238], [0.5645032, 0.0645032, 0.34977762], [0.435496799999999, 0.935496799999999, 0.65022238], [0.0645032, 0.5645032, 0.65022238]]","[39, 39, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31]",mp-30681,-0.3105003959523803,0.0,14,P4/nbm
Y3Ga2,"[[-5.81243413, -5.81241525, 7.38382709], [-5.81262177, 5.81246994, -7.38393104], [5.8124879400000005, -5.8126418300000005, -7.383961]]","[[0.5000008, 0.85351973, 0.35351902], [0.49999852, 0.3535196, 0.85351876], [0.49999708000000004, 0.14647989, 0.64647928], [0.49999955, 0.64648035, 0.14647923000000002], [0.16269142, 0.331347799999999, 0.83134644], [0.8373086200000001, 0.6686518, 0.16865394], [0.50000243, 0.16865568, 0.33134678], [0.49999865, 0.83134491, 0.66865388], [0.72974922, 0.56831038, 0.43363649], [0.27025228, 0.70388893, 0.83856137], [0.86532442, 0.20389056, 0.9336376999999991], [0.13467604, 0.06831357, 0.33856646], [0.86532831, 0.43363555000000004, 0.70388641], [0.13467315, 0.83856219, 0.56831135], [0.72974753, 0.933636999999999, 0.06831495], [0.27025402, 0.33856631, 0.20389137000000002], [0.27025089, 0.43169148, 0.56636514], [0.72974809, 0.29610977, 0.16143723000000001], [0.13467651, 0.79611109, 0.0663642], [0.86532466, 0.9316855700000001, 0.66143312], [0.1346736, 0.56636341, 0.29611228], [0.86532851, 0.16144092000000002, 0.43169152], [0.27025252, 0.06636427, 0.93168828], [0.72974627, 0.66143027, 0.79610726], [1.189999999999999e-06, 0.7499996800000001, 0.75000109], [7e-07, 0.25000051, 0.25000067], [3.009999999999998e-06, 0.50000529, 0.49999799], [0.99999335, 0.99999439, -9.5e-07], [0.26474668, 0.88237656, 0.38237736], [0.73525432, 0.11762364, 0.61762362], [0.49999978, 0.6176311, 0.88236843], [0.5000009, 0.38236886000000003, 0.11763202], [0.14442358, 0.12142092, 0.62142092], [0.85557111, 0.47698761, 0.9769869], [0.50000492, 0.9769980500000001, 0.12142024], [0.50000538, 0.62141946, 0.47699701], [0.85557611, 0.87858068, 0.37858018], [0.1444288, 0.5230114, 0.0230113], [0.49999416, 0.02300277, 0.8785803400000001], [0.49999389, 0.37857907, 0.52300143]]","[39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31]",mp-1204352,-0.57375744725,0.0,40,I4/mcm
YGa2,"[[4.1739726600000004, -1e-08, 0.0], [-2.08698785, 3.6147673300000003, 0.0], [0.0, 0.0, 4.14751298]]","[[-0.0, -0.0, 0.0], [0.333333, 0.666667, 0.5], [0.666667, 0.333333, 0.5]]","[39, 31, 31]",mp-1914,-0.663766843888889,0.0,3,P6/mmm
MnGa4,"[[-2.77186354, -2.77186456, 2.77186354], [-2.77186456, 2.77186354, -2.77186456], [2.77186354, -2.77186456, -2.77186456]]","[[-0.0, -0.0, -0.0], [0.5, -0.0, -0.0], [0.0, 0.5, 0.0], [0.0, 0.0, 0.5], [0.5, 0.5, 0.5]]","[25, 31, 31, 31, 31]",mp-1069288,-0.17623694758620728,0.0,5,Im-3m
Ga,"[[4.3980306, -0.02067379, -0.0], [-2.14692093, 3.83846672, 0.0], [0.0, -0.0, 4.55550353]]","[[0.15569572, 0.84430428, 0.91540139], [0.34430428, 0.65569572, 0.41540139], [0.84430428, 0.15569572, 0.08459861], [0.65569572, 0.34430428, 0.58459861]]","[31, 31, 31, 31]",mp-142,0.0,0.0,4,Cmce
MnGa,"[[2.68382886, -0.0, -0.0], [-0.0, 2.68382886, 0.0], [0.0, 0.0, 3.74805996]]","[[0.5, 0.5, 0.5], [0.0, -0.0, 0.0]]","[25, 31]",mp-1001836,-0.1402858277155179,0.0,2,P4/mmm
YMn12,"[[4.57374911, 0.00030317, 1.80379112], [2.28731676, 5.99356417, 0.9019294], [0.08885068, 2.0680000000000002e-05, 6.4776514]]","[[0.0, -0.0, -0.0], [0.0, -0.0, 0.5], [0.37270213, 0.62776706, 0.6277442], [-3e-06, 0.37221805, 0.6277841], [3e-06, 0.62778195, 0.3722159], [0.62729787, 0.37223294, 0.372255799999999], [0.26871622, 0.23123024, 0.23122083000000002], [0.50000847, 0.76879076, 0.23120832], [0.49999153, 0.23120924, 0.76879168], [0.73128378, 0.76876976, 0.7687791700000001], [0.5, -0.0, 0.5], [0.0, 0.5, -0.0], [0.5, 0.5, -0.0]]","[39, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]",mp-22508,-0.0014067339876231261,0.0,13,I4/mmm
Sn7Ru3,"[[7.6797897, -1e-08, -2.71521632], [-3.83989637, 6.65089344, -2.71521632], [0.0, 0.0, 8.14564896]]","[[0.25, 0.75, 0.5], [0.75, 0.25, 0.5], [0.5, 0.75, 0.25], [0.5, 0.25, 0.75], [0.75, 0.5, 0.25], [0.25, 0.5, 0.75], [0.32121011, 0.32121011, 0.32121011], [0.32121011, 0.0, 0.0], [0.0, 0.32121011, 0.0], [-0.0, 0.0, 0.32121011], [-0.0, 0.67878989, -0.0], [-0.0, 0.0, 0.67878989], [0.67878989, -0.0, -0.0], [0.67878989, 0.67878989, 0.67878989], [0.0, 0.34488024, 0.34488024], [0.34488024, 0.0, 0.34488024], [0.65511976, -0.0, 0.65511976], [0.65511976, 0.65511976, -0.0], [0.34488024, 0.34488024, 0.0], [-0.0, 0.65511976, 0.65511976]]","[50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 44, 44, 44, 44, 44, 44]",mp-22344,-0.21022410449999995,0.0,20,Im-3m
VSnRu2,"[[0.0, 3.10449663, 3.10449663], [3.10449663, 0.0, 3.10449663], [3.10449663, 3.10449663, -0.0]]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]","[23, 50, 44, 44]",mp-1187738,-0.21294544375000068,0.0,4,Fm-3m
VSn2,"[[5.39922889, 0.03190751, -0.77652979], [-2.83632301, 4.5943401999999995, -0.77652979], [-0.0083, -0.01498324, 9.72321926]]","[[0.25276953, 0.00276953, 0.00553806], [0.99723047, 0.74723047, 0.49446194], [0.74723047, 0.99723047, 0.99446194], [0.00276953, 0.25276953, 0.50553806], [0.95913934, 0.04086066, 0.75], [0.29086066, 0.70913934, 0.75], [0.04086066, 0.95913934, 0.25], [0.70913934, 0.29086066, 0.25], [0.54084135, 0.29084135, 0.58168369], [0.70915865, 0.45915865, 0.91831631], [0.45915865, 0.70915865, 0.41831631], [0.29084135, 0.54084135, 0.08168369]]","[23, 23, 23, 23, 50, 50, 50, 50, 50, 50, 50, 50]",mp-20887,-0.05477452166666671,0.0,12,Fddd
V3Ru,"[[0.0, 2.97668059, 2.97668059], [2.97668059, -0.0, 2.97668059], [2.97668059, 2.97668059, 0.0]]","[[0.0, -0.0, 0.0], [0.500001, 0.500001, 0.500001], [0.249999, 0.249999, 0.249999], [0.75, 0.75, 0.75]]","[23, 23, 23, 44]",mp-865382,-0.2793411199999998,0.0,4,Fm-3m
VRu3,"[[5.42226977, -0.0014590200000000001, 0.0], [-2.71239799, 4.69570406, 0.0], [0.0, 0.0, 4.24366354]]","[[0.33297149, 0.6668961800000001, 0.750000999999999], [0.66697792, 0.33320519, 0.250001], [0.16949047, 0.33836716, 0.250001], [0.6616600300000001, 0.83058758, 0.250001], [0.16935841000000001, 0.8307458, 0.250001], [0.83052077, 0.6615965500000001, 0.750000999999999], [0.33836115, 0.16938985, 0.750000999999999], [0.8306647500000001, 0.16921268, 0.750000999999999]]","[23, 23, 44, 44, 44, 44, 44, 44]",mp-971788,-0.11768567249999862,0.0,8,P6_3/mmc
