composition,cell,positions,numbers,material_id,MP Formation energy (eV/atom),MP Hull distance (eV/atom),natoms,spacegroup
Zn11Ir2,"[[7.3735418, 5.9190000000000035e-05, -2.60690717], [-3.68671873, 6.38570719, -2.60690492], [3.507e-05, 6.223e-05, 7.82081692]]","[[0.73325492, 0.7332571800000001, 0.38239823], [0.35085285, 0.61759237, 0.35085304], [0.61759881, 0.35086145, 0.35085902], [0.999993799999999, 0.64914021, 0.26673299], [0.21159492, 0.2116016, 0.21159839], [0.78837629, 1.00000465, 1.00000114], [0.99999962, 0.78835876, 1.00000325], [0.99999693, 1.00000572, 0.78837352], [1.4310000000000002e-05, 0.35666684, 0.35666799], [0.6433458400000001, 5.05e-06, 0.64334723], [0.35666806, 1.881e-05, 0.35667173], [0.3566688, 0.35667026, 1.5640000000000003e-05], [0.64334943, 0.64334779, 1.00000251], [1.0, 0.64334709, 0.64334555], [0.35085586, 0.35085745, 0.61759507], [0.6491512700000001, 0.26674084, 0.99999687], [0.26673331, 0.64913687, 0.99999453], [0.99999679, 0.26673678, 0.64914804], [0.38239893, 0.73325241, 0.73325374], [0.7332540200000001, 0.38239488, 0.73325364], [0.26673067, 0.9999930100000001, 0.64914019], [0.6491449, 0.999991299999999, 0.26673432], [2.259999999999998e-06, 1.969999999999999e-06, 0.34635322], [1.82e-06, 0.34635502, 1.87e-06], [0.34635315, 2.809999999999999e-06, 2.589999999999999e-06], [0.65365845, 0.65365989, 0.653658699999999]]","[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 77, 77, 77, 77]",mp-30747,-0.20808837923076895,0.0,26,I-43m
As2Ir,"[[5.60913057, 0.0, -2.38140325], [0.0, 6.09813098, 0.0], [0.0184773, 0.0, 6.19397962]]","[[0.15441666, 0.87400115, 0.87411563], [0.84558334, 0.37400115, 0.62588437], [0.84558334, 0.12599885, 0.12588437], [0.15441666, 0.62599885, 0.37411563000000003], [0.33827041, 0.37113815, 0.18387911], [0.66172959, 0.87113815, 0.31612089], [0.66172959, 0.6288618500000001, 0.81612089], [0.33827041, 0.12886185, 0.68387911], [0.27221259000000003, 0.49955255, 0.79151832], [0.72778741, -0.00044745, 0.70848168], [0.72778741, 0.50044745, 0.20848168], [0.27221259000000003, 0.00044745, 0.29151832]]","[33, 33, 33, 33, 33, 33, 33, 33, 77, 77, 77, 77]",mp-15649,-0.4827027849999996,0.0,12,P2_1/c
Zn3Ir,"[[-1.84372351, 1.84372351, 4.0120423], [1.84372351, -1.84372351, 4.0120423], [1.84372351, 1.84372351, -4.0120423]]","[[0.749999, 0.25, 0.499998999999999], [0.25, 0.749999, 0.499998999999999], [0.5, 0.5, -0.0], [-0.0, -0.0, -0.0]]","[30, 30, 30, 77]",mp-865362,-0.23027124,0.0,4,I4/mmm
ZnAs2,"[[7.69436264, 0.0, 0.0], [0.0, 7.83774416, -1.7182278800000002], [0.0, -0.02201481, 9.26327627]]","[[0.74947005, 0.39479191, 0.08179493], [0.24947005, 0.10520809, 0.9182050700000001], [0.25052995, 0.60520809, 0.9182050700000001], [0.75052995, 0.89479191, 0.08179493], [0.10120276, 0.222440299999999, 0.38906059], [0.6012027600000001, 0.277559699999999, 0.61093941], [0.89879724, 0.7775597, 0.61093941], [0.39879724, 0.722440299999999, 0.38906059], [0.42453292000000004, 0.21917896, 0.38522487], [0.92453292, 0.28082104, 0.6147751300000001], [0.57546708, 0.78082104, 0.6147751300000001], [0.07546708, 0.71917896, 0.38522487], [0.0126112, 0.43245736, 0.23798194], [0.512611199999999, 0.06754264, 0.76201806], [0.9873888, 0.56754264, 0.76201806], [0.487388799999999, 0.93245736, 0.23798194], [0.49142399000000003, 0.4361195, 0.24339776000000002], [0.99142399, 0.06388049999999901, 0.75660224], [0.50857601, 0.5638805, 0.75660224], [0.00857601, 0.9361195, 0.24339776000000002], [0.25538677, 0.39207944, 0.06672323], [0.75538677, 0.10792056, 0.93327677], [0.74461323, 0.60792056, 0.93327677], [0.24461323000000001, 0.8920794400000001, 0.06672323]]","[30, 30, 30, 30, 30, 30, 30, 30, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33]",mp-7262,-0.15632683458333338,0.0,24,P2_1/c
ZnIr,"[[-1.38859084, -2.40510686, 0.0], [-1.38859084, 2.40510686, -0.0], [0.0, -0.0, -4.16386207]]","[[0.666667, 0.333333, 0.5], [0.0, 0.0, -0.0]]","[30, 77]",mp-1206819,-0.19400606499999906,0.0,2,P-6m2
As3Ir,"[[6.95544293, 0.0, -2.4591208], [-3.47772096, 6.02359019, -2.4591208], [-0.0, -0.0, 7.37736139]]","[[0.49298688, 0.14511912, 0.34786776], [0.14511912, 0.65213224, 0.79725035], [0.34786776, 0.20274965, 0.85488188], [0.85488188, 0.65213224, 0.50701312], [0.65213224, 0.79725035, 0.14511912], [0.85488188, 0.34786776, 0.20274965], [0.65213224, 0.50701312, 0.85488188], [0.34786776, 0.49298688, 0.14511912], [0.14511912, 0.34786776, 0.49298688], [0.79725035, 0.14511912, 0.65213224], [0.20274965, 0.85488188, 0.34786776], [0.50701312, 0.85488188, 0.65213224], [0.5, 0.5, 0.5], [0.0, 0.5, 0.0], [0.0, 0.0, 0.5], [0.5, 0.0, 0.0]]","[33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 77, 77, 77, 77]",mp-540912,-0.42916434625000033,0.0,16,Im-3
Ge8Pd21,"[[8.78766339, 0.00034801, 4.77042744], [4.39394924, 9.26258134, 2.38566514], [-0.02576922, 0.00048449999999900005, 10.52452942]]","[[0.56708245, 0.03029205, 0.77810231], [0.72622621, 0.643678299999999, 0.55011585], [0.65484761, 0.27807753, 0.96973379], [0.43291755, 0.96970795, 0.22189769], [0.08009614, 0.14354723, 0.050171190000000004], [0.13012413, 0.44978252, 0.143601099999999], [0.86987587, 0.55021748, 0.8563989], [0.91990386, 0.8564517700000001, 0.94982881], [0.27644269, 0.94976497, 0.64355057], [0.09726071, 0.7781658300000001, 0.46984631], [0.27377379, 0.356321699999999, 0.44988415], [0.72355731, 0.05023503, 0.35644943], [0.34515239000000003, 0.72192247, 0.03026621], [0.37551633, 0.46977154, 0.7218359400000001], [0.62448367, 0.53022846, 0.27816406], [0.90273929, 0.22183417, 0.53015369], [0.01823251, 0.40551961000000003, 0.41197755], [0.83158247, 0.23130866, 0.32618219], [0.15777641, 0.17388043, 0.23124304], [0.38893273, 0.26881118, 0.17394865], [0.56983394, 0.91196438, 0.59445331], [0.60598655, 0.51626331, 0.04381092], [0.932761899999999, 0.28549598, 0.89296154], [0.8338807500000001, 0.01629611, 0.5439193], [0.17427246, 0.3930008, 0.7144799], [0.23595286000000001, 0.55945509, 0.27493804], [0.39401345, 0.48373669, 0.95618908], [0.29556415, 0.27478076, 0.94050246], [0.51082995, 0.22509193, 0.55950957], [0.437131699999999, 0.67388589, 0.7312313500000001], [0.92969356, 0.05930441, 0.77465282], [0.8887006, 0.78566734, 0.3930357], [0.28176945000000003, 0.10683994000000001, 0.78559449], [0.92368706, 0.41194694, 0.09444741], [0.9817674900000001, 0.59448039, 0.58802245], [0.35016386, 0.54378613, 0.48376991], [0.7640471400000001, 0.44054491, 0.72506196], [0.64983614, 0.45621387, 0.51623009], [0.71823055, 0.89316006, 0.21440451], [0.84222359, 0.82611957, 0.76875696], [0.0672381, 0.71450402, 0.10703846], [0.61106727, 0.73118882, 0.82605135], [0.83580692, 0.09450943, 0.08809593], [0.16419308, 0.90549057, 0.9119040700000001], [0.62505401, 0.25005808, 0.74991551], [0.16611925, 0.98370389, 0.4560807], [0.37788471, 0.9559892600000001, 0.01627848], [0.70443585, 0.72521924, 0.05949754], [0.5628683, 0.32611411, 0.26876865], [0.62211529, 0.04401074, 0.98372152], [0.07030644, 0.94069559, 0.22534718], [0.11129939999999901, 0.21433266, 0.6069643], [0.07631194, 0.58805306, 0.90555259], [0.16841753, 0.7686913400000001, 0.67381781], [0.43016606, 0.08803562, 0.40554669], [0.37494599, 0.74994192, 0.25008449], [0.48916905, 0.7749080700000001, 0.44049043], [0.82572754, 0.6069992, 0.2855201]]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46]",mp-582201,-0.4807115644827575,0.0,58,I4_1/a
Y5Ge3,"[[8.49320136, -1e-08, 0.0], [-4.24660119, 7.3553283, -0.0], [0.0, -0.0, 6.44542277]]","[[0.0, 0.75703064, 0.75], [-0.0, 0.24296936, 0.25], [0.75703064, 0.75703064, 0.25], [0.75703064, 0.0, 0.75], [0.24296936, 0.24296936, 0.75], [0.24296936, -0.0, 0.25], [0.333333, 0.666667, 0.5], [0.666667, 0.333333, -0.0], [0.666667, 0.333333, 0.5], [0.333333, 0.666667, -0.0], [0.39338083, 0.0, 0.75], [0.39338083, 0.39338083, 0.25], [-0.0, 0.60661917, 0.25], [0.0, 0.39338083, 0.75], [0.60661917, 0.60661917, 0.75], [0.60661917, -0.0, 0.25]]","[39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 32, 32, 32, 32, 32, 32]",mp-17751,-0.8331971766666673,0.0,16,P6_3/mcm
Y3Pd,"[[2.408e-05, 9.958e-05, 6.46481736], [7.08078101, -0.00018202, 2.8380000000000003e-05], [-0.00026125, 9.87550213, 0.0001501]]","[[0.63846655, 0.03034769, 0.24993134], [0.36153866, 0.96971345, 0.75006456], [0.13845603, 0.46970572, 0.7500636900000001], [0.86153014, 0.53035013, 0.24993028], [0.17734032, 0.175503599999999, 0.06299783], [0.822653499999999, 0.82446341, 0.93703404], [0.67734721, 0.32445932, 0.93702918], [0.82263153, 0.8244805, 0.56304919], [0.32266989, 0.67549285, 0.06299477], [0.17736912, 0.17549927, 0.4369147], [0.32264808, 0.67547524, 0.436912099999999], [0.6773653, 0.32447751, 0.56305865], [0.44308836, 0.38552397, 0.24989768], [0.5567314, 0.61447059, 0.75010089], [0.94326239, 0.11450862, 0.75010067], [0.0569015, 0.88552413, 0.24991942]]","[39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 46, 46, 46, 46]",mp-1207777,-0.47301957687500007,0.0,16,Pnma
YGePd2,"[[5.57865198, 0.0, 0.0], [0.0, 7.075636, 0.0], [0.0, 0.0, 7.3886861]]","[[0.14543927, 0.75, 0.52920327], [0.85456073, 0.25, 0.47079673], [0.64543927, 0.25, 0.97079673], [0.35456073, 0.75, 0.02920327], [0.85604227, 0.75, 0.878715799999999], [0.14395773, 0.25, 0.1212842], [0.35604227, 0.25, 0.6212842], [0.64395773, 0.75, 0.3787158], [0.588711299999999, 0.55189908, 0.6807275700000001], [0.4112887, 0.44810092, 0.31927243], [0.08871129999999901, 0.44810092, 0.81927243], [0.4112887, 0.05189908, 0.31927243], [0.9112887, 0.55189908, 0.18072757], [0.588711299999999, 0.94810092, 0.6807275700000001], [0.9112887, 0.94810092, 0.18072757], [0.08871129999999901, 0.05189908, 0.81927243]]","[39, 39, 39, 39, 32, 32, 32, 32, 46, 46, 46, 46, 46, 46, 46, 46]",mp-1207627,-0.9129169841666664,0.0,16,Pnma
Y5Ge4,"[[7.66600837, 0.0, 0.0], [0.0, 7.72589184, 0.0], [0.0, 0.0, 14.71929418]]","[[0.78149172, 0.50280421, 0.25], [0.28149172, 0.99719579, 0.25], [0.71850828, 0.00280421, 0.75], [0.21850828, 0.49719579, 0.75], [0.3831058, 0.15913199, 0.88432119], [0.883105799999999, 0.34086801, 0.61567881], [0.116894199999999, 0.65913199, 0.11567881], [0.6168942, 0.84086801, 0.38432119000000003], [0.6168942, 0.84086801, 0.11567881], [0.116894199999999, 0.65913199, 0.38432119000000003], [0.883105799999999, 0.34086801, 0.88432119], [0.3831058, 0.15913199, 0.61567881], [0.03561794, 0.82553625, 0.89704767], [0.53561794, 0.67446375, 0.60295233], [0.46438206, 0.32553625, 0.10295233000000001], [0.96438206, 0.17446375, 0.39704767], [0.96438206, 0.17446375, 0.10295233000000001], [0.46438206, 0.32553625, 0.39704767], [0.53561794, 0.67446375, 0.89704767], [0.03561794, 0.82553625, 0.60295233], [0.3395742, 0.8631582600000001, 0.75], [0.839574199999999, 0.63684174, 0.75], [0.160425799999999, 0.36315826, 0.25], [0.6604258, 0.13684174, 0.25], [0.08762747, 0.11773543, 0.75], [0.58762747, 0.38226457, 0.75], [0.41237253, 0.61773543, 0.25], [0.9123725300000001, 0.88226357, 0.25], [0.22542431000000002, 0.47108748, 0.9543451], [0.72542431, 0.02891252, 0.545654899999999], [0.27457569, 0.97108748, 0.0456549], [0.77457569, 0.52891252, 0.4543451], [0.77457569, 0.52891252, 0.0456549], [0.27457569, 0.97108748, 0.4543451], [0.72542431, 0.02891252, 0.9543451], [0.22542431000000002, 0.47108748, 0.545654899999999]]","[39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32]",mp-13360,-0.8804900934259265,0.0,36,Pnma
Y3Ge4,"[[4.07225758, -0.0, -0.0], [-2.0361293, 5.33335933, 0.0], [0.0, 0.0, 14.26578813]]","[[0.9541277300000001, 0.90825446, 0.25], [0.04587227, 0.09174554, 0.75], [0.33068839, 0.66137779, 0.59640305], [0.6693116100000001, 0.33862221000000003, 0.40359695], [0.6693116100000001, 0.33862221000000003, 0.09640305], [0.33068839, 0.66137779, 0.9035969500000001], [0.22737644, 0.45475288, 0.25], [0.77262356, 0.54524712, 0.75], [0.0, 0.0, 0.5], [0.0, 0.0, -0.0], [0.37996205, 0.75992509, 0.39095572], [0.6200379500000001, 0.24007491, 0.60904328], [0.37996205, 0.75992509, 0.10904328], [0.6200379500000001, 0.24007491, 0.89095672]]","[39, 39, 39, 39, 39, 39, 32, 32, 32, 32, 32, 32, 32, 32]",mp-17381,-0.8049941635714291,0.0,14,Cmcm
GePd,"[[3.54925952, 0.0, 0.0], [0.0, 5.7835714, 0.0], [0.0, 0.0, 6.29615175]]","[[0.75, 0.81459753, 0.42219098], [0.25, 0.18540247, 0.57780802], [0.75, 0.31459753, 0.07780802], [0.25, 0.68540247, 0.92219198], [0.75, 0.99621999, 0.80900974], [0.25, 0.00378001, 0.19099026], [0.75, 0.49621999, 0.69099026], [0.25, 0.5037800100000001, 0.30900974000000003]]","[32, 32, 32, 32, 46, 46, 46, 46]",mp-1424,-0.4611656774999995,0.0,8,Pnma
YPd,"[[-3.73513324, 0.0, -0.0], [-0.0, 0.0, -4.55503127], [1.86756662, -5.2536267500000005, 0.0]]","[[0.863025199999999, 0.75, 0.72605241], [0.1369748, 0.25, 0.27394759], [0.5851676, 0.75, 0.1703342], [0.4148324, 0.25, 0.8296658]]","[39, 39, 46, 46]",mp-1066136,-0.9104060608333331,0.0,4,Cmcm
YGe,"[[3.9545990300000002, 0.0, -0.0], [-0.0, 3.97825511, -1.58549885], [0.0, -0.00392146, 5.77392854]]","[[0.25, 0.86139416, 0.72278831], [0.75, 0.13860584, 0.27721169], [0.25, 0.58438231, 0.16876463], [0.75, 0.41561769, 0.83123537]]","[39, 39, 32, 32]",mp-9971,-0.8945239958333326,0.0,4,Cmcm
YGe2Pd,"[[-4.32392051, 3.0510000000000004e-05, 0.00395598], [6.307e-05, -8.71614755, 2.073e-05], [2.15447095, 4.35804243, 8.19527341]]","[[0.20147169, 0.20135862000000002, 0.40271341], [0.79852864, 0.79864246, 0.59728782], [1.46e-06, 0.76053928, -1.679999999999999e-06], [0.9999969400000001, 0.23945981, 0.99999928], [0.5739790300000001, 0.07401222, 0.14803357], [0.42601995000000004, 0.92598822, 0.85196606], [0.19734711, 0.8479344600000001, 0.39549631], [0.80265222, 0.1520657, 0.60450589], [0.19731801000000002, 0.54755541, 0.39549374], [0.8026828500000001, 0.45244391, 0.6045056600000001], [0.42619908, 0.42645877, 0.85290058], [0.57379926, 0.57354181, 0.14709944], [0.35194903, 0.10338217, 0.70375128], [0.64805031, 0.8966208, 0.29625297], [0.35196855, 0.60036689, 0.70373652], [0.64803288, 0.39963146, 0.29626012]]","[39, 39, 39, 39, 32, 32, 32, 32, 32, 32, 32, 32, 46, 46, 46, 46]",mp-1207628,-0.7693714241666658,0.0,16,Immm
YGePd,"[[-2.207714, 3.828535, 10.584877], [2.207714, -3.828535, 10.584877], [2.207714, 3.828535, -10.584877]]","[[0.533938, 0.0, 0.533938], [0.202042, 0.666482999999999, 0.535559], [0.869077, 0.333517, 0.535559], [0.951653, 0.5, 0.451652999999999], [0.289803, 0.832654, 0.457148], [0.624494, 0.167346, 0.457148], [0.088904, 0.934968999999999, 0.153935], [0.218966, 0.065030999999999, 0.153935], [0.603221999999999, 0.765251999999999, 0.837970999999999], [0.072718999999999, 0.234747999999999, 0.837970999999999], [0.749468999999999, 0.593878999999999, 0.15559], [0.561711, 0.406120999999999, 0.15559], [0.721963999999999, 0.895834999999999, 0.826128], [0.930292999999999, 0.104165, 0.826128], [0.899929, 0.732914, 0.167014], [0.43410000000000004, 0.267086, 0.167014], [0.395134, 0.571925, 0.823209], [0.251284, 0.428075, 0.823209]]","[39, 39, 39, 39, 39, 39, 32, 32, 32, 32, 32, 32, 46, 46, 46, 46, 46, 46]",mp-1190225,-0.9954037805555558,0.0,18,Imm2
YPd3,"[[4.09992176, 0.0, -0.0], [-0.0, 4.09992176, 0.0], [0.0, -0.0, 4.09992176]]","[[-0.0, 0.0, -0.0], [0.5, 0.5, 0.0], [0.5, 0.0, 0.5], [-0.0, 0.5, 0.5]]","[39, 46, 46, 46]",mp-559,-0.8618505116666668,0.0,4,Pm-3m
GePd2,"[[6.69313881, 0.0, 0.0], [-3.3465694, 5.79642922, -0.0], [0.0, 0.0, 3.49794085]]","[[0.666667, 0.333333, 0.0], [0.333333, 0.666667, 0.0], [0.0, -0.0, 0.5], [0.60638289, -0.0, 0.5], [0.39361711, 0.39361711, 0.5], [-0.0, 0.60638289, 0.5], [0.0, 0.2666001, -0.0], [0.7333989, 0.7333989, 0.0], [0.2666001, 0.0, 0.0]]","[32, 32, 32, 46, 46, 46, 46, 46, 46]",mp-423,-0.538801526111111,0.0,9,P-62m
Y3Pd4,"[[0.0, 0.0, -5.72939065], [0.00023493, -7.62923219, 1.9097972200000002], [-6.60722712, 3.81441301, 1.9097972200000002]]","[[0.40583676, 0.1277842, 0.37895256], [0.026885199999999002, 0.62104744, 0.74883164], [0.27805256, 0.25116836, 0.8722158], [0.59416324, 0.8722158, 0.62104744], [0.9731148, 0.37895256, 0.25116836], [0.72194744, 0.74883164, 0.1277842], [0.0, 0.0, 0.0], [0.5, 0.0, 0.0], [0.22546027000000002, 0.67615741, 0.16567126000000001], [0.059790010000000005, 0.83432874, 0.51048615], [0.54930386, 0.48951385000000003, 0.32384259], [0.77453973, 0.32384259, 0.83432874], [0.94020999, 0.16567126000000001, 0.48951385000000003], [0.45069614, 0.51048615, 0.67615741]]","[39, 39, 39, 39, 39, 39, 46, 46, 46, 46, 46, 46, 46, 46]",mp-1104019,-0.9246870107142858,0.0,14,R-3
Y3Ge5,"[[5.47426176, -1e-08, 1.81989658], [2.73712986, 6.86991439, 0.9099488], [-0.00259321, 1e-08, 9.15105262]]","[[0.745973, 0.508052, 0.5], [0.495973, 0.008052, -0.0], [0.15654932, 0.99325523, 0.66576375], [0.85019545, 0.99325523, 0.33423625], [0.4344307, 0.49325523, 0.16576375000000002], [0.07231507, 0.49325523, 0.83423625], [0.40570818000000003, 0.6974005400000001, 0.87083266], [0.89689227, 0.6974005400000001, 0.12916734], [0.27605762, 0.19740054, 0.37083266], [0.52654084, 0.19740054, 0.62916734], [0.66846254, 0.33564669, 0.82529672], [0.99589077, 0.33564669, 0.17470328000000002], [0.93842846, 0.12314508, 0.0], [0.18842846, 0.62314508, 0.5], [0.74375926, 0.83564669, 0.67470328], [0.42059505, 0.83564669, 0.32529672]]","[39, 39, 39, 39, 39, 39, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32]",mp-17118,-0.7211823512500004,0.0,16,Fdd2
GePd5,"[[-2.74322874, -3.86060613, 0.38915809], [-2.74322874, 3.86060613, 0.38915809], [-0.01287875, -0.0, -8.49333055]]","[[0.79568161, 0.75010285, 0.29275253], [0.24989715, 0.20431839000000002, 0.70724747], [0.83544331, 0.16455669, 0.5], [0.20999305000000001, 0.79000695, 0.5], [0.29780876, 0.76954607, 0.17346478], [0.23045393, 0.70219124, 0.82653522], [0.8154956, 0.25226374, 0.17349519], [0.74773626, 0.184504399999999, 0.82650481], [0.36739873, 0.32154251, 0.35294712], [0.67845749, 0.63260127, 0.64705288], [0.27809236, 0.23245827, 0.00600061], [0.76754173, 0.72190764, 0.99399939]]","[32, 32, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46]",mp-1103057,-0.3188949216666668,0.0,12,C2/m
TaP,"[[3.3249992, 0.0, 1e-08], [0.0, 3.3249992, 1e-08], [-1.66249859, -1.66249859, 5.70069651]]","[[0.24958442, 0.74958442, 0.49916685], [0.99958442, 0.99958442, 0.99916685], [0.66641558, 0.16641558, 0.33283315], [0.41641558, 0.41641558, 0.83283315]]","[73, 73, 15, 15]",mp-1067587,-0.9387151391666677,0.0,4,I4_1md
Ta2P,"[[3.40841768, 0.0, 0.0], [0.0, 11.57848827, 0.0], [0.0, -0.0, 14.44580102]]","[[-0.0, 0.47042663, 0.39017358], [0.0, 0.52957337, 0.60982642], [0.5, 0.9704266300000001, 0.10982642000000001], [0.5, 0.02957337, 0.89017358], [-0.0, 0.80452632, 0.20520332], [-0.0, 0.19547368, 0.79479668], [0.5, 0.30452632, 0.29479668000000003], [0.5, 0.69547368, 0.70520332], [0.0, 0.87851798, 0.42253196], [-0.0, 0.12148202, 0.57746804], [0.5, 0.37851798000000003, 0.07746804], [0.5, 0.62148202, 0.92253196], [0.5, 0.91198128, 0.57985452], [0.5, 0.08801872000000001, 0.42014448], [0.0, 0.41198128, 0.9201454800000001], [-0.0, 0.58801872, 0.07985552], [0.5, 0.42097903000000003, 0.75472101], [0.5, 0.57902097, 0.24527899], [0.0, 0.92097903, 0.74527899], [0.0, 0.07902097, 0.25472101], [0.5, 0.34896355, 0.52299428], [0.5, 0.65103645, 0.47700572], [-0.0, 0.84896355, 0.97700572], [0.0, 0.15103645000000002, 0.02299428], [0.5, 0.81510653, 0.84827768], [0.5, 0.18489347, 0.15172232], [0.0, 0.31510653, 0.65172232], [-0.0, 0.68489347, 0.34827768000000003], [0.5, 0.2547927, 0.9165317], [0.5, 0.7452073, 0.0834683], [0.0, 0.7547927, 0.583468299999999], [-0.0, 0.2452073, 0.4165317], [0.5, 0.07661348, 0.7050002400000001], [0.5, 0.9233855200000001, 0.29499976], [0.0, 0.57661448, 0.79499976], [-0.0, 0.42338652, 0.20500024]]","[73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",mp-22477,-0.7353625674999998,0.0,36,Pnnm
YP,"[[3.47914081, 1e-08, 2.00868441], [1.15971361, 3.2801653, 2.00868441], [2e-08, 2e-08, 4.01736573]]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[39, 15]",mp-994,-1.6256158000000003,0.0,2,Fm-3m
Ta3P,"[[5.04869323, -0.0, 0.0], [-0.0, 10.14911707, 0.0008238], [0.0, -0.0008238, 10.14911707]]","[[0.7322343, 0.16146606, 0.65343694], [0.232234299999999, 0.34656306000000003, 0.66146606], [0.232234299999999, 0.15343694, 0.83853394], [0.7322343, 0.33853394000000003, 0.84656306], [0.2677657, 0.83853394, 0.34656306000000003], [0.7677657, 0.65343694, 0.33853394000000003], [0.7677657, 0.84656306, 0.16146606], [0.2677657, 0.66146606, 0.15343694], [0.51188447, 0.10470819, 0.25934475], [0.01188447, 0.74065525, 0.60470819], [0.01188447, 0.75934475, 0.89529181], [0.51188447, 0.39529181, 0.24065525000000001], [0.48811553, 0.89529181, 0.74065525], [0.9881155300000001, 0.25934475, 0.39529181], [0.9881155300000001, 0.24065525000000001, 0.10470819], [0.48811553, 0.60470819, 0.75934475], [0.24242514, 0.057452960000000004, 0.54035518], [0.74242514, 0.45964482, 0.55745296], [0.74242514, 0.04035518, 0.94254704], [0.24242514, 0.44254704, 0.9596448200000001], [0.75757486, 0.94254704, 0.45964482], [0.25757486, 0.54035518, 0.44254704], [0.25757486, 0.9596448200000001, 0.057452960000000004], [0.75757486, 0.55745296, 0.04035518], [0.0154658, 0.04259169, 0.26883751], [0.5154658, 0.73116249, 0.54259169], [0.5154658, 0.76883751, 0.95740831], [0.0154658, 0.45740831, 0.23116249], [0.984534199999999, 0.95740831, 0.73116249], [0.484534199999999, 0.26883751, 0.45740831], [0.484534199999999, 0.23116249, 0.04259169], [0.984534199999999, 0.54259169, 0.76883751]]","[73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 15, 15, 15, 15, 15, 15, 15, 15]",mp-504502,-0.5975777945833336,0.0,32,P4_2/n
MoPt2,"[[2.64027485, 1e-08, -0.79547285], [-0.49085013, 3.58038876, -1.62919557], [0.00826009, -0.00610156, 4.80684973]]","[[-0.0, -0.0, 0.0], [0.66334157, 0.66334157, 0.32668415], [0.33665843, 0.33665843, 0.67331585]]","[42, 78, 78]",mp-952,-0.3586031466666668,0.0,3,Immm
MoPt,"[[4.47661493, 0.0, 0.0], [0.0, 2.73373498, 0.0], [-0.0, 0.0, 4.9584025]]","[[0.25, -0.0, 0.16175037], [0.75, -0.0, 0.83824963], [0.25, 0.5, 0.66272895], [0.75, 0.5, 0.33727105]]","[42, 42, 78, 78]",mp-999502,-0.31868748000000124,0.0,4,Pmma
