structure_id,composition,type,cell,positions,numbers,strained_cell,strained_positions,strained_numbers,optimized_formula,optimized_cell,optimized_positions,optimized_numbers,Energy (eV/atom),source,Formation Energy (eV/atom),Hull Distance (eV/atom)
25781,Zn2IrGe,full,"[[2.67718088, 2.67718088, 0.0], [-2.67718088, 2.67718088, -0.0], [0.0, 0.0, 8.16925181]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[30, 30, 30, 30, 77, 77, 32, 32]","[[3.2126170559999996, 3.2126170559999996, 0.0], [-3.2126170559999996, 3.2126170559999996, 0.0], [0.0, 0.0, 9.803102172000001]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[30, 30, 30, 30, 77, 77, 32, 32]",Zn2GeIr,"[[2.656245034999743, 2.6562450349997437, 8.407616892380258e-28], [-2.6562450349997433, 2.656245034999744, 8.407616892380084e-28], [-5.364072376747843e-42, 2.7088113419477584e-27, 8.288235289461092]]","[[0.5000000000000006, -1.8189486829798755e-16, 0.25000000000000006], [-1.7804823606660113e-16, 0.5000000000000001, 0.7499999999999999], [0.5000000000000006, -1.2638371706698468e-16, 0.7499999999999999], [-1.7804823606634618e-16, 0.5000000000000001, 0.25000000000000006], [2.187661724482935e-17, 1.1635623220750908e-16, 0.5000000000000001], [0.5000000000000004, 0.49999999999999994, -7.556352287714452e-44], [-3.455821236308466e-17, 3.4558212363084626e-17, 4.002599850338982e-60], [0.5000000000000003, 0.4999999999999999, 0.5000000000000001]]","[30, 30, 30, 30, 77, 77, 32, 32]",-4.077529430389404,example_data_result_test2,-0.10789555311203,0.1318011217183999
25794,ZnIrAs,half,"[[2.52492456, 2.52492456, 0.0], [-2.52492456, 2.52492456, 0.0], [0.0, 0.0, 8.2952002]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[30, 30, 77, 77, 33, 33]","[[2.7774170160000002, 2.7774170160000002, 0.0], [-2.7774170160000002, 2.7774170160000002, 0.0], [0.0, 0.0, 9.12472022]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[30, 30, 77, 77, 33, 33]",ZnAsIr,"[[2.540379278164959, 2.5403792781649597, -6.634109425553813e-29], [-2.5403792781649592, 2.54037927816496, -6.63410942555379e-29], [-5.590710393457076e-44, -2.112316488266631e-28, 8.138118519862124]]","[[0.49999999999999983, -1.0833124697749911e-16, 0.24999999999999997], [8.147945921105827e-17, 0.4999999999999999, 0.7499999999999994], [3.0404111830565534e-17, 1.29488769681925e-16, 0.49999999999999994], [0.49999999999999994, 0.4999999999999998, -3.430644841000322e-45], [-3.9973220378122657e-17, 3.997322037812264e-17, 1.1030706561952659e-61], [0.49999999999999994, 0.4999999999999998, 0.49999999999999994]]","[30, 30, 77, 77, 33, 33]",-4.850929896036784,example_data_result_test1,0.0679533084233598,0.40079794989691825
26225,YVGa,half,"[[2.55342772, 2.55342772, -0.0], [-2.55342772, 2.55342772, 0.0], [0.0, 0.0, 10.09049698]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[39, 39, 23, 23, 31, 31]","[[2.8087704920000003, 2.8087704920000003, 0.0], [-2.8087704920000003, 2.8087704920000003, 0.0], [0.0, 0.0, 11.099546678]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[39, 39, 23, 23, 31, 31]",YVGa,"[[2.566869489545813, 2.566869489545812, 2.580789232997588e-18], [-2.5668694895458124, 2.5668694895458115, 2.5807892329975877e-18], [3.523864125009128e-37, 1.0181805970197599e-17, 10.158792031997324]]","[[0.5, -8.012469742748428e-17, 0.25000000000000006], [-2.2521396683413473e-16, 0.4999999999999997, 0.7500000000000002], [1.1172663530183256e-16, 4.638140916635259e-17, 0.5000000000000001], [0.49999999999999983, 0.4999999999999997, 2.3405583927552265e-34], [3.952701111704634e-17, -3.9527011117046314e-17, -1.3824621103845526e-50], [0.4999999999999997, 0.4999999999999996, 0.5000000000000001]]","[39, 39, 23, 23, 31, 31]",-6.117994944254558,example_data_result_test1,0.0633982022603349,0.5158061981201164
27049,Y2NbIn,full,"[[3.2377695, 3.2377695, -0.0], [-3.2377695, 3.2377695, 0.0], [0.0, 0.0, 9.40732835]]","[[0.5, 3.4289748687334185e-17, 0.25], [0.0, 0.5, 0.75], [0.5, 3.4289748687334185e-17, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.49999999999999983, 0.5, 0.0], [0.0, 0.0, 0.0], [0.49999999999999983, 0.5, 0.5]]","[39, 39, 39, 39, 41, 41, 49, 49]","[[3.5615464500000007, 3.5615464500000007, 0.0], [-3.5615464500000007, 3.5615464500000007, 0.0], [0.0, 0.0, 10.348061185]]","[[0.5, 3.4289748687334185e-17, 0.25], [0.0, 0.5, 0.75], [0.5, 3.4289748687334185e-17, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.49999999999999983, 0.5, 0.0], [0.0, 0.0, 0.0], [0.49999999999999983, 0.5, 0.5]]","[39, 39, 39, 39, 41, 41, 49, 49]",Y2NbIn,"[[3.2957347947518474, 3.295734794751856, -4.630673604232231e-17], [-3.295734794751848, 3.2957347947518563, -4.630673604232232e-17], [-4.660727798190753e-33, -1.321417137012488e-16, 9.33250643286051]]","[[0.5000000000000001, -1.6808943963023034e-15, 0.2499999999999999], [1.4886074014911552e-16, 0.4999999999999999, 0.7500000000000003], [0.5000000000000002, -1.7263818561619382e-15, 0.7500000000000003], [1.9434820000875026e-16, 0.49999999999999983, 0.2499999999999999], [-5.605386003068707e-17, 5.605386003068722e-17, 0.4999999999999998], [0.5000000000000001, 0.4999999999999982, -5.268504542620657e-33], [-3.11724988066676e-17, 9.351749642000252e-17, -1.0031100136293733e-49], [0.5000000000000001, 0.4999999999999983, 0.4999999999999998]]","[39, 39, 39, 39, 41, 41, 49, 49]",-6.433276653289795,example_data_result_test1,-0.0045490264892578,0.29571056365966775
27300,Y2PdGe,full,"[[-0.0, 3.54885311, 3.54885311], [3.54885311, -0.0, 3.54885311], [3.54885311, 3.54885311, 0.0]]","[[0.25, 0.25, 0.24999999999999997], [0.7500000000000002, 0.7500000000000002, 0.7499999999999998], [0.5000000000000001, 0.5000000000000001, 0.4999999999999998], [0.0, 0.0, 0.0]]","[39, 39, 46, 32]","[[0.0, 3.9037384210000003, 3.9037384210000003], [3.9037384210000003, 0.0, 3.9037384210000003], [3.9037384210000003, 3.9037384210000003, 0.0]]","[[0.25, 0.25, 0.24999999999999997], [0.7500000000000002, 0.7500000000000002, 0.7499999999999998], [0.5000000000000001, 0.5000000000000001, 0.4999999999999998], [0.0, 0.0, 0.0]]","[39, 39, 46, 32]",Y2GePd,"[[-1.5068010597150794e-16, 3.5569663861972827, 3.5569663861972822], [3.5569663861972827, -1.6380868459725178e-17, 3.5569663861972822], [3.5569663861972827, 3.5569663861972822, 6.801328357869611e-17]]","[[0.24999999999999944, 0.24999999999999967, 0.2500000000000015], [0.7499999999999982, 0.7499999999999979, 0.7500000000000033], [0.4999999999999989, 0.49999999999999933, 0.500000000000003], [-1.137599813197274e-16, -7.731351575607108e-32, 7.731351575607108e-32]]","[39, 39, 46, 32]",-6.505422592163086,example_data_result_test1,-0.8531272411346436,0.06652126312255868
28028,YAuAs,half,"[[3.71679624, 3.71679624, -0.0], [-3.71679624, 3.71679624, -0.0], [-0.0, 0.0, 5.51433679]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999999], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]","[39, 39, 79, 79, 33, 33]","[[4.088475864, 4.088475864, 0.0], [-4.088475864, 4.088475864, 0.0], [0.0, 0.0, 6.065770469]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999999], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]","[39, 39, 79, 79, 33, 33]",YAsAu,"[[3.6952948596589135, 3.6952948596589112, 4.645877265607225e-31], [-3.6952948596589126, 3.6952948596589104, 4.645877265604617e-31], [-1.482651210094842e-43, 6.177917967220281e-31, 5.592959288875352]]","[[0.4999999999999998, 1.6759988486676006e-16, 0.2499999999999998], [-1.3816086815744897e-15, 0.4999999999999993, 0.7500000000000006], [5.849232974461448e-17, -1.5874716224327965e-16, 0.4999999999999996], [0.49999999999999845, 0.4999999999999994, -1.464246667821162e-16], [5.849232974461452e-17, -1.587471622432796e-16, -1.4642466678211623e-16], [0.49999999999999845, 0.4999999999999994, 0.4999999999999998]]","[39, 39, 79, 79, 33, 33]",-5.486012776692708,example_data_result_test1,-0.697035551071167,0.3455854256947837
29730,ZrTaPb,half,"[[2.88779385, 2.88779385, 0.0], [-2.88779385, 2.88779385, -0.0], [-0.0, -0.0, 9.14908449]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[40, 40, 73, 73, 82, 82]","[[3.176573235, 3.176573235, 0.0], [-3.176573235, 3.176573235, 0.0], [0.0, 0.0, 10.063992939]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[40, 40, 73, 73, 82, 82]",ZrTaPb,"[[2.857151025748301, 2.8571510257483004, -5.002766397717235e-29], [-2.8571510257483, 2.8571510257483, -5.002766397717241e-29], [-2.5961878062360533e-43, -1.4982819019271708e-28, 9.361386803817126]]","[[0.5000000000000002, -2.571061301612861e-16, 0.25], [3.9942489252356974e-15, 0.5000000000000002, 0.7500000000000001], [-9.942495328104968e-18, 9.94249532810506e-18, 0.5], [0.5000000000000031, 0.500000000000001, 2.87857048850881e-44], [7.703719777548961e-33, -7.643597366926695e-34, 2.4983703543993336e-76], [0.5000000000000031, 0.500000000000001, 0.5]]","[40, 40, 73, 73, 82, 82]",-7.372744242350261,example_data_result_test1,0.6522269248962393,0.7957335154215486
31610,Nb2CdSb,full,"[[3.00227906, 3.00227906, 0.0], [-3.00227906, 3.00227906, 0.0], [-0.0, -0.0, 8.78481956]]","[[0.49999999999999983, 3.697934144153663e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.7499999999999999], [0.49999999999999983, 3.697934144153663e-17, 0.7499999999999999], [0.9999999999999999, 0.49999999999999983, 0.25], [0.0, 0.0, 0.5], [0.49999999999999983, 0.49999999999999983, 0.0], [0.0, 0.0, 0.0], [0.49999999999999983, 0.49999999999999983, 0.5]]","[41, 41, 41, 41, 48, 48, 51, 51]","[[3.3025069660000006, 3.3025069660000006, 0.0], [-3.3025069660000006, 3.3025069660000006, 0.0], [0.0, 0.0, 9.663301516000002]]","[[0.49999999999999983, 3.697934144153663e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.7499999999999999], [0.49999999999999983, 3.697934144153663e-17, 0.7499999999999999], [0.9999999999999999, 0.49999999999999983, 0.25], [0.0, 0.0, 0.5], [0.49999999999999983, 0.49999999999999983, 0.0], [0.0, 0.0, 0.0], [0.49999999999999983, 0.49999999999999983, 0.5]]","[41, 41, 41, 41, 48, 48, 51, 51]",Nb2CdSb,"[[2.9391154986968533, 2.939115498696853, -2.4474450795105615e-18], [-2.9391154986968533, 2.939115498696853, -2.447445079510662e-18], [2.4080336958791267e-32, -8.157856979787974e-18, 9.103732699468928]]","[[0.5000000000000002, -2.7695603527628428e-16, 0.24999999999999994], [0.9999999999999989, 0.4999999999999994, 0.7499999999999991], [0.5000000000000003, -3.317732824245446e-16, 0.7499999999999991], [0.9999999999999988, 0.49999999999999917, 0.24999999999999994], [-9.983185428149375e-17, 9.983185428149344e-17, 0.4999999999999999], [0.49999999999999867, 0.4999999999999998, 3.142240819848201e-34], [-1.0085274938600926e-16, 1.0085274938600894e-16, 4.0929433373111565e-50], [0.49999999999999867, 0.4999999999999998, 0.4999999999999999]]","[41, 41, 41, 41, 48, 48, 51, 51]",-6.17948055267334,example_data_result_test1,0.1212641596794128,0.3354944246155876
32290,MoTiSi,half,"[[2.57975268, 2.57975268, 0.0], [-2.57975268, 2.57975268, 0.0], [-0.0, -0.0, 7.81749265]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[42, 42, 22, 22, 14, 14]","[[3.095703216, 3.095703216, 0.0], [-3.095703216, 3.095703216, 0.0], [0.0, 0.0, 9.38099118]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[42, 42, 22, 22, 14, 14]",TiSiMo,"[[2.5389794084294004, 2.5389794084294013, 3.1085905133868446e-17], [-2.5389794084294004, 2.5389794084294013, 3.108590513386844e-17], [4.043974284648942e-34, 8.90865038987746e-17, 8.16348537200004]]","[[0.49999999999999967, 2.93041134684857e-16, 0.2499999999999999], [-2.7502980767229895e-16, 0.5000000000000001, 0.7499999999999996], [9.574789806246369e-17, 4.770552071321473e-17, 0.4999999999999998], [0.4999999999999995, 0.5000000000000003, 1.3653535327659346e-33], [7.172670938783921e-17, -2.7943563304894056e-32, -6.8342589226184955e-50], [0.4999999999999995, 0.5000000000000002, 0.4999999999999998]]","[42, 42, 22, 22, 14, 14]",-7.934808095296224,example_data_result_test2,0.0989253785875119,0.6892417907714854
32955,Mo2CuSb,full,"[[2.7339315, 2.7339315, -0.0], [-2.7339315, 2.7339315, -0.0], [-0.0, -0.0, 8.63430912]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.5, 0.0, 0.7500000000000001], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[42, 42, 42, 42, 29, 29, 51, 51]","[[3.0073246500000006, 3.0073246500000006, 0.0], [-3.0073246500000006, 3.0073246500000006, 0.0], [0.0, 0.0, 9.497740032]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.5, 0.0, 0.7500000000000001], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[42, 42, 42, 42, 29, 29, 51, 51]",CuSbMo2,"[[2.732428288657465, 2.7324282886574642, -1.9545954486063905e-19], [-2.7324282886574647, 2.7324282886574642, -1.9545954485893222e-19], [-4.526901750280419e-32, -6.112635402402592e-19, 8.603614812973035]]","[[0.5000000000000001, -1.0089828225339211e-16, 0.24999999999999992], [-5.796955104228781e-16, 0.49999999999999917, 0.7500000000000006], [0.5, -4.5331204253371706e-17, 0.7500000000000006], [-6.075070128072696e-16, 0.4999999999999992, 0.24999999999999992], [1.3324277280065522e-16, 1.4426422093239e-17, 0.49999999999999994], [0.4999999999999994, 0.4999999999999993, -4.6757355787148044e-17], [7.383459744694724e-17, -7.383459744694704e-17, -4.6757355787148026e-17], [0.49999999999999933, 0.49999999999999917, 0.49999999999999994]]","[42, 42, 42, 42, 29, 29, 51, 51]",-7.20463228225708,example_data_result_test1,0.2697869539260864,0.2771390676498411
33335,Mo2RuAl,full,"[[2.59733454, 2.59733454, -0.0], [-2.59733454, 2.59733454, -0.0], [-0.0, -0.0, 8.82218211]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]","[42, 42, 42, 42, 44, 44, 13, 13]","[[3.116801448, 3.116801448, 0.0], [-3.116801448, 3.116801448, 0.0], [0.0, 0.0, 10.586618532]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]","[42, 42, 42, 42, 44, 44, 13, 13]",AlMo2Ru,"[[2.6293837832871017, 2.6293837832871025, -1.524538875788087e-26], [-2.6293837832871017, 2.629383783287102, -1.524538875788107e-26], [2.2545336218204058e-41, -5.495034570397536e-26, 8.761108557152628]]","[[0.49999999999999967, 3.2374968261531686e-16, 0.2500000000000001], [-7.669824274107586e-16, 0.49999999999999956, 0.7500000000000004], [0.4999999999999996, 3.515052582361704e-16, 0.7500000000000004], [-8.22493578647241e-16, 0.4999999999999996, 0.2500000000000001], [-3.765511359804765e-17, 3.7655113598047563e-17, 0.5000000000000002], [0.49999999999999883, 0.49999999999999994, -4.194816394939723e-17], [-7.124117741523554e-17, -8.519399217772463e-33, -4.1948163949397216e-17], [0.49999999999999883, 0.49999999999999994, 0.5000000000000002]]","[42, 42, 42, 42, 44, 44, 13, 13]",-8.824302673339844,example_data_result_test2,-0.1543060541152936,0.18855404853820937
34221,Ru2ScAl,full,"[[0.0, 3.11022593, 3.11022593], [3.11022593, -0.0, 3.11022593], [3.11022593, 3.11022593, -0.0]]","[[0.25, 0.25, 0.25], [0.75, 0.75, 0.75], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]","[44, 44, 21, 13]","[[0.0, 3.421248523, 3.421248523], [3.421248523, 0.0, 3.421248523], [3.421248523, 3.421248523, 0.0]]","[[0.25, 0.25, 0.25], [0.75, 0.75, 0.75], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]","[44, 44, 21, 13]",ScAlRu2,"[[2.9038007867064955e-17, 3.114325291378176, 3.114325291378176], [3.114325291378176, 4.2876200958802695e-19, 3.114325291378176], [3.114325291378176, 3.114325291378176, -3.6504475451634636e-17]]","[[0.25, 0.2499999999999998, 0.25000000000000067], [0.750000000000001, 0.7500000000000004, 0.7500000000000018], [0.5000000000000001, 0.4999999999999996, 0.500000000000001], [3.2450814875372836e-17, -3.245081487537281e-17, -3.2450814875372886e-17]]","[44, 44, 21, 13]",-7.72686767578125,example_data_result_test1,-0.5973125696182251,0.029620885848998135
34360,Ru2VSn,inverse,"[[2.67960816, 2.67960816, 0.0], [-2.67960816, 2.67960816, -0.0], [0.0, -0.0, 8.50923249]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[44, 44, 44, 44, 23, 23, 50, 50]","[[3.215529792, 3.215529792, 0.0], [-3.215529792, 3.215529792, 0.0], [0.0, 0.0, 10.211078988]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[44, 44, 44, 44, 23, 23, 50, 50]",VSnRu2,"[[2.7049020510375312, 2.7049020510375312, -2.763047094814343e-20], [-2.7049020510375312, 2.7049020510375312, -2.763047094814342e-20], [-2.362630964881293e-37, -8.633315055076208e-20, 8.44909307135415]]","[[0.5000000000000001, -1.1257579480578352e-16, 0.25], [-1.7156710646325783e-15, 0.49999999999999883, 0.7500000000000001], [2.695872240231102e-17, -2.6958722402310846e-17, 0.5], [0.4999999999999976, 0.49999999999999944, 4.489547753651399e-37], [0.5, -5.705666425134486e-17, 0.7500000000000001], [-1.715679043955759e-15, 0.49999999999999883, 0.25], [6.905381672328505e-17, 7.039353384866944e-32, -1.5078774896595616e-52], [0.4999999999999976, 0.49999999999999944, 0.5]]","[44, 44, 44, 44, 23, 23, 50, 50]",-7.9844207763671875,example_data_result_test2,-0.0925788879394531,0.1388301849365234
34521,RuMnSb,half,"[[3.03962289, 3.03962289, 0.0], [-3.03962289, 3.03962289, 0.0], [0.0, 0.0, 6.1045807]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[44, 44, 25, 25, 51, 51]","[[3.647547468, 3.647547468, 0.0], [-3.647547468, 3.647547468, 0.0], [0.0, 0.0, 7.32549684]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[44, 44, 25, 25, 51, 51]",MnSbRu,"[[3.0337435163551323, 3.0337435163551305, -3.73453030033431e-31], [-3.0337435163551314, 3.03374351635513, -3.734530300334832e-31], [-1.7083649979414689e-43, -6.598338274119312e-31, 6.067566141930189]]","[[0.4999999999999998, 2.001629304968088e-16, 0.24999999999999992], [7.191730685177437e-16, 0.5000000000000007, 0.7499999999999984], [4.090725710029664e-17, -4.0907257100296754e-17, 0.49999999999999983], [0.5000000000000006, 0.5000000000000008, 1.1010650697025334e-46], [3.04375209470243e-17, -3.04375209470244e-17, -5.979759428631503e-63], [0.5000000000000006, 0.5000000000000008, 0.49999999999999983]]","[44, 44, 25, 25, 51, 51]",-7.491097768147786,example_data_result_test2,0.0083382266691369,0.14163869002769794
37279,RhCdPb,half,"[[3.25014766, 3.25014766, -0.0], [-3.25014766, 3.25014766, -0.0], [0.0, 0.0, 6.47951169]]","[[0.49999999999999983, 2.7755575615628904e-17, 0.25], [0.9999999999999998, 0.49999999999999983, 0.7500000000000002], [0.0, 0.0, 0.5], [0.4999999999999998, 0.49999999999999983, 0.0], [0.0, 0.0, 0.0], [0.4999999999999998, 0.49999999999999983, 0.5]]","[45, 45, 48, 48, 82, 82]","[[3.5751624260000003, 3.5751624260000003, 0.0], [-3.5751624260000003, 3.5751624260000003, 0.0], [0.0, 0.0, 7.127462859]]","[[0.49999999999999983, 2.7755575615628904e-17, 0.25], [0.9999999999999998, 0.49999999999999983, 0.7500000000000002], [0.0, 0.0, 0.5], [0.4999999999999998, 0.49999999999999983, 0.0], [0.0, 0.0, 0.0], [0.4999999999999998, 0.49999999999999983, 0.5]]","[45, 45, 48, 48, 82, 82]",CdRhPb,"[[3.2612635299259027, 3.261263529925899, -9.101281047830832e-18], [-3.2612635299259027, 3.261263529925899, -9.101281047830832e-18], [-1.0567721387546674e-34, -1.8097778860529326e-17, 6.522715350852297]]","[[0.49999999999999994, -1.5134332140498965e-16, 0.24999999999999994], [0.9999999999999993, 0.5000000000000011, 0.7499999999999997], [-2.3945442392997005e-16, 8.975804929266755e-18, 0.4999999999999999], [0.49999999999999895, 0.5000000000000003, 6.230677291980573e-17], [-2.3945442392997e-16, 8.975804929266815e-18, 6.230677291980575e-17], [0.49999999999999895, 0.5000000000000003, 0.4999999999999998]]","[45, 45, 48, 48, 82, 82]",-4.034305890401204,example_data_result_test1,-0.0571135679880776,0.007060713238186654
38163,PdMnAs,half,"[[2.99352684, 2.99352684, 0.0], [-2.99352684, 2.99352684, 0.0], [-0.0, -0.0, 5.988847]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[46, 46, 25, 25, 33, 33]","[[3.592232208, 3.592232208, 0.0], [-3.592232208, 3.592232208, 0.0], [0.0, 0.0, 7.186616399999999]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[46, 46, 25, 25, 33, 33]",MnAsPd,"[[2.9994411472556366, 2.9994411472556366, -3.892239485938485e-18], [-2.9994411472556366, 2.9994411472556366, -3.892239485938502e-18], [-1.1481871429554711e-33, -7.784479065136753e-18, 5.998882283314985]]","[[0.5000000000000001, 9.581868761452807e-19, 0.25000000000000006], [-7.570729665753261e-16, 0.5000000000000006, 0.7500000000000003], [-6.180625983760269e-17, 6.180625983760264e-17, 0.5000000000000001], [0.4999999999999995, 0.5000000000000004, 2.391626291576896e-34], [-6.180625983760269e-17, 6.180625983760264e-17, 1.1699290138853417e-50], [0.4999999999999995, 0.5000000000000004, 0.5000000000000001]]","[46, 46, 25, 25, 33, 33]",-6.553871790568034,example_data_result_test2,-0.2236541769970426,0.05140849522181917
38511,PdCuBi,half,"[[-0.0, 3.15088448, 3.15088448], [3.15088448, 0.0, 3.15088448], [3.15088448, 3.15088448, -0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]","[46, 29, 83]","[[0.0, 3.7810613760000003, 3.7810613760000003], [3.7810613760000003, 0.0, 3.7810613760000003], [3.7810613760000003, 3.7810613760000003, 0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]","[46, 29, 83]",CuBiPd,"[[1.6565483306568684e-16, 3.1445902615848897, 3.14459026158489], [3.14459026158489, -3.656804967565774e-17, 3.144590261584891], [3.14459026158489, 3.1445902615848897, 1.4879745948424531e-16]]","[[0.24999999999999958, 0.2500000000000004, 0.2500000000000006], [0.49999999999999917, 0.5000000000000008, 0.5000000000000012], [5.87254696087301e-17, -5.872546960873012e-17, 5.872546960873023e-17]]","[46, 29, 83]",-4.403435707092285,example_data_result_test2,-0.0272551377614336,0.19210131963094107
